content,score
"cuma gara"" belum di update.. buka apk mau cari barang 5detik sekali muncul popup menuhin layar suruh update!! gk ush di paksa update ya tetep di update lah.. tp gk harus munculin popup menuhin layar terus""an bikin gk nyaman cuma gegara nyuruh update",1
ok,5
mantap,5
"sering di update sering error juga, mau belanja terganggu terus.. huufft..",1
bagus.,5
mantap,5
"Maju terus apapun yang terjadi, Gbu.",5
"Please optimized for: tracking order, service center + refund by order canceled.",5
"Mengapa harus multi kurir??? Bukannya makin cepet, pengiriman malah makin lama muter"" d jakarta doang 👎👎",2
baru kali ini saya kecewa...saya komplain ternyata kaga di ambil sama kurir dari tokped...ah payah...,1
sistem pembayaran mudah dan terpercaya... semoga kedepannya untuk ongkir bisa dimurahkan lagi... Terima kasih Tokopedia...,5
"selalu tepat waktu, dan ngga pernah ragu sama toko pedia..dana yg telah disetor juga aman walaupun pembelian batal, dana tetap kembali dengan selamat tanpa potongan..",5
Terimakasih,5
"penipuan, ati ati yang pake apk ini, saya ditipu uang tidak kembali, barang yang dikirim kualitas dan merk jauh berbeda dan tidak ada tanggapan dari pihak toko maupun pihak aplikasi ini!!!!!!",1
jangan ada yang download aplikasinya sering ambil uang sendiri di aplikasi ATM saya ratusan maupun jutaan,1
ok,5
Kekurangan di pelayanan customer service terutama pengaturan akun. Sisanya udah absolute cinema 🖐🏻😶🤚🏻,4
bagus banget,5
ok x,4
ok,5
"iklannya mengganggu ..tiap masuk aplikasi ..ada iklan ini aja, jdi mnghambat pkerjaan...susah lgi untuk kluar dri iklan tsb yg msuk di link aplikasi. bikin kesel iklannya kseringan",2
"perbaiki customer service nya, karena komplain selalu di jawab pakai template, dan ga ada solusi Sama sekali",1
"woy, balikin cs manusia asli bukan pake bot gajelas tanya apa jawab apa!!!",1
"sangat di sayangkan, tokped tdk ada menu pilihan kurir di pengiriman kargo, alhasil semua orderan tertolak oleh pihak expedisi dan harus menunggu komplain selesai selama 2 hari. disini saya sangat tertarik pada shopee yg menu pengirimannya lengkap. apakah harus beralih?",1
"kecewa!!! saya pengguna tokopedia sudah lama, tp kenapa sekarang tiba-tiba gak bisa pakai gopay latter padahal gak pernah nunggak selalu bayar tepat waktu",1
saya pengguna toped 4thn dan perna member diamond...semenjak ongkir mahal ...pindah kesebelah,5
sangat lemot mau co atw hapus d troli... tolong di perbaiki,3
"aku kecewa, apknya gabisa COD",1
cs nya lelet ga nyelesaiin masalah,1
"sangat merepotkan, untuk pertama kalinya transaksi",4
ok...cuman knp keranjang tdk bisa dibuka..klu diklik blank kembali menu awal..knp ya..🙏😔,4
aplikasinya bagus banget,5
semoga menjadi aplikasi terpercaya,5
agak nyebelin juga sih kalau lagi lacak paket tapi gak bisa lihat masih ada dimana paketnya kayak di shopee😮‍💨,2
"seller di tokopedia sangat sangat slow respon, dan mengapa jika barang sold masih bisa di cekout, saya cekout suatu barang, tetapi di esok harinya seller bilang ""barang sold"" padahal saya sudah tanya ""apakah barang ini ready"" tetapi tidak di jawab sama sekali, saya minta tolong agar barang yang sold itu tidak bisa di cekout/di beri pemberitahuan langsung bahwa barang sold, dengan fitur ini akan mempersingkat waktu pembelian suatu barang, jadi pembeli bisa mencari barang di seller yang lain",1
baik,4
"2 x aku gagal ubah pesenan brg tau tau dikirim,mantaplah,aku tutup aja akun tokpednya, joss",1
good good good verygood,5
jangan mau download Tokopedia ini pengiriman nya lama sekali 2 Minggu lebih padahal kalo Shopee cepat seminggu udah datang,1
"aplikasi korup, dana tidak diteruskan, cs ribet cuma dijawab pakai robot",1
okee sekali,5
"nyari barang tidak ditemukan terus, kayak gak keurus servernya",1
saya sangat kecewa dengan apk marketplace ini pengajuan kompalin tidak ada kejelasan,1
"Fitur pencarian error melulu, padahal biasanya nyari 12/256 langsung muncul hasil pencarian, tapi sekarang disuruh cari kata kunci lain.. Makin lama makin payah tokped",1
aplikasi Gilak. aku belik ikan hias 55rb ongkos kirim nya 175 RB paok ini aplikasi,1
layanan terbaik,5
"mau search sepatu futsal tapi kata kunci tidak ditemukan apa coba, mau search aja di persulit pdhl kata kunci simple",3
mantap,4
good,5
"barang yang dicari semuanya tidak terdaftar, buruk",2
"kenapa pembatalan pesanan di persulit padahal belum di proses dan dikirim oleh penjual, kalo di Shopee mudah proses pembatalanya",1
Susah ribet banget mau upload produk harus pake tiktok Shop.,1
"halo tokped mau ngomong pliss iklannya di tiktok dihapus,karena ganggu",5
Manrtap,5
"sudah 3 bulan ini, estimasi barang tokopedia tidak sesuai saat sebelum pemesanan. saat akan membayar durasi pengiriman cuma 1 minggu, setelah pembayaran durasi estimasi tiba barangnya berubah jadi 15 hari keatas. dan 3x pembelian terakhir, durasi barang tiba 10 hari keatas. terlalu lama",1
kenapa sih ya sy sampe kebobolan kedeua kali nya...mohon di kembalikan uang sy secepatnya Krn sy tidak merasa ngisi pulsa pake no itu,1
bagusss,5
murah² tapi lama sampe nya est 11 sampe tangal 15-16,3
sangat mudah dan cepat,5
"bang gk bisa tambah foto direview tolong dicek import fotonya, device galaxy s10",1
Ok sangat membantu,5
satset mantappp,5
"hapus aja pengiriman pakai expedisi siCepatt,,sangat mengecewakan kalau sudah yang ngirim pakai itu",3
"pesen barang d toped 5 hari ga dateng2,d olshop lain paling lambat 3 hari,app blanja online kok ikut libur panjang.apa gunanya jadi olshop,klo libur panjang ikutan libu?",1
"aplikasi sudah bagua, tetapi untuk menandai alamat rumah ku yg masuk ke dalam gg sangat buruk👎👎👎👎👎👎",2
baik,5
"senang blanja menggunakan paylater di toped, byk bonusx",5
Sangat di sayang kang baru kali ini saya beli barang di Tokopedia. tidak sesuai dengan deskripsi. ada penjual yang Nakal disini Orang beli tv. paket yang di pelastik kosong. saya coba inbox penjual masa dia bilang maaf KA ke salah an orang gudang saya. tolong pesan di konfermasih Ka biar uang saya balik di TF aja iku kata penjual. saya kan tau kalo di selesaikan pesan iya sama aja saya beli sampah pelastik kosong. Sangat di Kecewe kan Tokopedia,1
banyak seller penipu dan terkesan dibiarkan oleh tokped,1
"2 transaksi status gak jelas /belum sampai tujuan, CS muter² berminggu2 ( sy bayar pakai uang bukan pakai daun)!!, ngeri klu transaksi lagi di tokopedia !",1
"Kemarin saya mengajukan komplain karena penjual mengirimkan barang yang tidak sesuai dengan gambar. Dan tokopedia menyetujui komplainan saya, yang saya sayangkan untuk pengembalian barang ke penjual ongkir ditanggung pengirim alias saya sendiri dimana ongkos kirimnya lebih mahal daripada barang yang saya beli. Ya tentu akhirnya komplain saya batalkan dengan menerima barang yang salah. Lebih enak pelayanan di toko orenq",1
"di ghosting reseller,preorder 30 hari transaksi di proses setelah jatuh tempo di batalin sistem,karena melebihi batas waktu pengiriman pesanan.setelah gw chat penjual katanya salah input harga.SANGAT WOW SEKALI....",1
keren,5
"ongkir nya mahal banget sekarang , toko sebelah ongkir nya masih gratis",1
mantap,5
suka berbelanja di tokopedia,5
aplikasi ini sangat membantu kita untuk mencari barang yang kita carii,5
"kalah jauh dengan aplikasi orens,.. GK bisa COD produk sama harga beda jauh dgn aplikasi sbelah...",3
"Saya senang bisa belanja on line di tokopedia, tapi belum tahu cara menambah saldo tokopedia (memudahkan bayar) belanja. terimakasih sebelumnya. . . . . . 🙏",5
baik,5
"keranjang kalau penuh otomatis hilang, gak kayak dulu yang dapat notif kalau keranjang penuh.",1
terbaik no oem no odm club...,5
jarang ada diskon belanja tp sekalinya ada malah ga ngotak (diskon nya gede polll),5
"tokomonyet gangguan di rumah monyet mulu, pantesan sepi pengiriman lelet",1
bagus banyaj diskon,5
ihhhh enggak,5
Alhamdulillah selalu memani belanja online,5
mantap,5
gopaylater nya kenapa sekarang gabisa pakai yang tenor 6 bulan dan 12 bulan yah ?,1
mantap,5
bagus terpercaya,5
saya rekomendasikan ke kalian semua untuk pakai jasa ekspedisi SAPX Express pengirimannya cepat dan drivernya amanah.,5
oke,5
sangat membantu,5
klo bisa pengirimannya COD cepat dong. mohon ditingkatkan lgi. kurang lengkap juga barang barangnya,5
terimakasih,5
"mahal ya, padahal ada potongan vocer, tapi harga sama kaya harga pasaran aslinya. sory ya tak uninstal",1
respon cepat dan bagus,5
"lu improvement donk kayak Shopee hari ini order besok dah sampai cepat sekali pengiriman , ini lama sekali Toped ini expedisi ya bikin males belanja aja",1
tokped makin kesini makin ga jelas pesen barang dah 3 hari ga gerak2 masih di proses aja cukup terakhir dah beli dsni,1
semoga sukses selalu,5
"dapat paylater dibawah sejuta, tapi ga bisa digunakan dan tidak ada cicilan",5
tokopedia asik banyak promonya..tapi ga semua toko bisa bayar COD..jadi aga males belanja di sini,1
Apk banyak penipu sulit pengembalian call costomer service tidak berguna,1
belanja ribet ongkir kaga ngotak kocak,1
oke,5
mudah dan cepat,5
force close,2
"saya beli di seller tokped ko yg dikirim sampah ya, saya ajukan komplain di tokped nya langsung lambat bgt penanganan nya, tokped harus nya bisa seleksi seller seller nakal kaya gitu",1
sangat baik,5
2 dlu nanti dib tambah klo sesuai,2
"beli barang suruh lewat web browser, setelah itu dialihkan verifikasi usia harus download apk, trus tokonya di aplikasi dibanned,,, mau kalian apa sih? mbulet",1
"makin tidak lengkap, seller2 banyak yg hengkang, nasibnya akan sama sprti bukalapak",1
sangat menarik,3
Mahal mahal ongkir nya g ngotak Jarang gratis ongkir Ada gratis ongkir namun harga mahal Sama aja bohong...(total nya sama aja gratis ongkir dg g gratis ongkir) Ijo makin terpuruk sama oren,1
setiap belanja pakai instan suka susah dapet driver ini yg msalah tokpednya atau drivernya,1
aplikasi bagus,5
good,5
pengajuan pembatalan pesanan kenapa dibebankan ke pembeli smua alasannya?? padahal penjual jg bisa yg salah... misal uda order pakai sameday estimasi esok jm sekian tp status msh di proses mulu n penjual d chat jg gk aktf/no respon... n msh nunggu konfrm dr seller pula jlas ada kesalahan di seller n nunggu 2 har pula,1
mantap,5
good,5
best pokonya,5
okkkkk semoga sukses selalu,5
"sekarang tokped performanya ga bagus kayak dulu, jelek banget, toko harus upgrade, mau belanja di tokped pakai instan gabisa cek tracking nya kayak dulu lagi, padahal sebelum nya pake tokped enak enak aja, sekarang malah aneh gini, mau lacak pemesanan aja udah gabisa, payah banget malah jadi susah",1
is de bes😁,5
cepat dan tepat,5
"tokopedia memang bagus.... tp tolong untuk menjual ""apapun"" kepada kami ""bisa"" dan mudah.....",5
Sejak join sama tik tok. Makin ancuur aja tokopedia. Sudah lama pindah ke shopee...,1
"knp belakangan ini banyak seller di tokped banyak yg tutup, toko sedang upgrade lah, toko libur lah, ga ky dulu barang yg udh di whistlist jadi ga bisa kebeli karna tiba² berubah toko sedang upgrade, toko libur",1
bagus daripada si merah yang jelek itu,5
bagus,5
"Proses tarik saldo Tokopedia dari refund bertele-tele, saya harus nunggu 2×24 jam cuma untuk narik uang saya sendiri. Sedangkan, uang itu akan saya gunakan untuk order barang yang sama di toko lain. tapi saya harus menunggu selama itu. Terus apa gunanya diminta OTP kalau masih harus menunggu sampai 2 hari untuk narik uang sendiri?",2
tokopedia makin ke sini kok makin jelek ya. masa proses pembatalan pesanan instan nunggu proses yang bertele tele. so far bad.👎,1
Menu top up kok hilang?,5
👍,5
sering error saat mau cekout. voucher pun hilang tidak bisa dipakai lagi,1
"Parah banget,saya jualan harga di diskon tokped...tapi cairnya seharga diskonan yg tokped.. udah tau modalnya segitu..bukan nya untung..capedeh.",1
dear tokped tolong dong klo customer udh cancel barang selang dri semenit pembayaran harusnya di permidah gk langusng balik dananya ini di persulit bgt gk kek shopee.,1
aplikasi ini memuaskan pelanggan,5
Mana uang hak saya sebagai penjual yang kalian makan!!,1
ini kenapa sih kok pas mau cek out eror mulu udah dari sebulan lalu loh sampe skrng ga bisa bisa. nanti kalo udah bisa baru ganti b5,1
mntap,5
baik,5
enak blanja Di Shoope atau Lazada.. kalau di Tokopedia ada yg aneh... contohnya Promo bebas orkir.. Fakta-ya barang Sama Orkir mahalan Orkir-ya-!!!!,1
ok,5
banyak produknya,5
bagus,5
ditunggu promo menarik selanjutnya,4
baru kali ni belanja di tokopedia barangnya muter muter di jakarta padahal bandung jakarta gak jauh amat,1
promo harga murah berkualitas,5
tolong lah seler-seler penipuan itu banyak di toko ini kalok gitu teros pasti kala dengan toko oren,1
tokopedia makin lama makin aneh.upgrade malah makin susah. problemnya terlalu banyak.makin banyak aplikasi.pembeli sendiri.buat jualan sendiri.malah bikin susah pengguna. gak apa2 penjual sudah dipotong hasil penjualannya. masalahnya itu ribet parah.gak seperti awal2. sebagai penjual sampai males update barang. otomatis malas juga beli lewat tokopedia,1
"return barang prosesnya berbelit2,,gk ada tindak lanjutnya dari pihak tokopedia seminggu return barang dana nya belum jg masuk,, kecewa jadi males belanja disini",5
👍👍👍,5
Aplikasi sangat bagus,5
"top up emoney, berhasil bayar tapi saldo ga masuk. bikin laporan sudah 8hr masih Dalam Proses, tidak ada pergerakan. BAD BANGET UNTUK PELAYANANNYA. KECEWA BANGET SAMA TOKOPEDIA!!!!! ga ada respon sama sekali padahal sering di fu.",1
aplikasi monyett,1
the best ..puas belanja disini dibanding e-commerce lain ..harga murah apalagi ada tokped card ♥️,5
bagus aplikasi nya dan daftar nya jga mudah,5
"Saya retur barang dengan pickup ke lokasi, tapi kurir tidak kunjung datang hinggah produk tidak bisa di retur kembali, tolong untuk evaluasi dan juga benerin sistem retur agar lebih ketat, karena saya disini mengalami kerugian, dimana ekspedisi merusak barang, dan saat ingin direktur kurir tidak menjemput paket saya, saya rugi material dan waktu, kenapa Tokopedia selalu bermasalah pada kurir?",1
"baru Makai sih ,tapi saya kasih bintang 5",5
"bagus ,mudah bertransaksi,, toko murah lengkap ,,mantap Tokopedia , semangat Teruss 💯💯💯💥💥🔥🔥🔥🔥💙🌈🌈",5
tiktok Tokopedia aplikasi marketing online terbodoh se asia 🤣,1
bintang 5 klo barang sudah sampai,3
membantu saat token listrik OFF jadi bisa beli di aplikasi ini,5
ok,5
"nggak ribet , ada diskon , amanah",5
MOHON JANGAN TUTUP AKU SUKA TOKOPEDIA KARENA KURIR NYA LEBIH CEPAT KETIMBANG SHOPEE DAN MENCARI SELLER nya lebih terpercaya ketimbang SHOPEE PLEASE TETAP BERTAHAN!!!,5
"Tidak melindungi buyer, makin banyak buyer yg kegocek. Pengembalian dana sulit",1
"Gak paham lagi dah, saldo tokped dari orderan di-cancel gak bisa dipake lagi, mentok di verif yg loading mulu padahal jaringan lancar jaya",1
"tokped update apanya sih, kek sebulan ada 5 kali...rentan ya aplikasi nya. rentan apany sih. aplikasi game aja sedikit update nya. hihhh gregettt gk nyaman belanja nya",3
"Ketentuan Gratis ongkirnya sekarang ga jelas sekarang, sebelumnya jelas lah min trx 10/20 rbu sekarang mah ih 😰😰 mending pindah ke shopy",1
"ada saldo di Gopay driver, mau bayar tagihan leasing, gak tercantum pembayaran via Gopay driver, adanya gopay tabungan jago. saldo gopay driver gw tfr ke gopay tabungan jago, saldo sdh pindah ke gopay tabungan jago, coba bayar via gopay tabungan jago, malah kaga ada, yg ada malah via Gopay driver. ini gimana ceritanya tokped???? gak jelas banget...!!!",1
Aplikasi toko pedia tidak bisa di-update di play store,5
"selama belanja di sini saya merasa puas karena barang nya sesuai diskripsi, yg penting tingkatkan pelayanan usahakan, kasih barang sesuai pesanan jgn di buat kecewa konsumen",5
makin mahal pengguna lama bukanya murah malah mahal udah pk discon pun kalok di total sama aja gak pake discon makin malas pake aq,3
mantap pakai aplikasi tokopedia,5
"Ko bisa limit menurun dari 7 juta ke 3 juta, padahal tidak telat bayar",3
tolong kembalikan fitur beli tiket,3
semoga ini memberi dampak yang baik bagi kita semua,5
"CS NYA GA NGRESPON, TARIK DANA LAMA",1
"Males banget aplikasinya skrang ad opsi harganya kaya di shoppe, jadi bimbang dri segi kualitas barang, dan harga yang ditawarkan jujur jdi bikin mles nih tokped",5
"saat pembayaran transaksi melalui gopay, dana atau uang yang tercantum dalam apk Tokopedia hanya 200, sedangkan di apk gopay nyah tersedia dana sebesar 68.094, saya tidak bisa menyelesaikan. transaksi berupa pembelian sepatu di karenakan tertulis di apk Tokopedia sedang ada ganguan, di mohon untuk di perbaiki",4
👍👍👍,5
bagus,5
refundnya ribet!!!!,1
"proses retur barang tolong dipermudah dan dipercepat, semakin hari semakin banyak penjual yg modus penipuan, mengirim barang tidak sesuai dgn barang yg dijual.",5
ok,5
"giliran udah di install apk, gak bisa log in, Udah log in pake email dan sandi malah di suruh pake Google aja, giliran udah pake Google ada aja kendala nya yang bikin susah masuk pake alesan eror tengah jalan lagi, kadang tiba tiba masuk beranda sendiri, sengaja banget pengen ngambil uang aku, emang Tokopedia gak cukup apa, ngapain bikin apk kalo menyusahkan orang",1
kenapa ya pesanan saya di retur tapi dana nya tidak di kembalikan saya coba tanya sama penjual katanya barang belum sampe di penjual padahal sudah lebih satu bulan tolong di perbaiki jelek banget sistemnya,1
